slot_ordinal,slot_id,source_id,primary_dimension,candidate_id,question_text,as_of,time_scope,expected_response_mode,primary_document_title,primary_document_url,requirements_json,parent_overlap_exception_reason,author_status,review_status,reviewer_id,reviewed_at,review_rationale,execution_allowed,training_allowed
28,typed_generalization_slot_sha256_8631adad84c93b7958c74eea62dfaa141e7c6c4fde6f36f66e05221e94cfca0e,dnf_game_guide,multi_requirement,typed_generalization_candidate_sha256_8f1981fead391ebbc2d5a8205ee03782c9b4a937de331184528e34e8a1e483a3,인형사 전문직업을 선택하려면 캐릭터 레벨과 무색 큐브 조각이 각각 얼마나 필요해?,2026-07-17,current,full_answer,인형사,https://df.nexon.com/guide?no=1270,"[{""requirement_id"":""required_level"",""subject"":""인형사 전문직업"",""relation"":""required_character_level"",""value_type"":""number"",""required_values"":[20],""acceptable_evidence_units"":[{""document_id"":""document_sha256_053ed5d126b92b3f43c8da673929c088b52ba852356ce0bd2291e606cd642fae"",""chunk_id"":""chunk_sha256_24eca6ca4822155ef952fa759e98dcd41c7cc44dc9132c90d0775665315eed40"",""start_char"":76,""end_char"":90,""text"":""캐릭터 20레벨을 달성하면"",""source_id"":""dnf_game_guide"",""title"":""인형사"",""canonical_url"":""https://df.nexon.com/guide?no=1270"",""document_status"":""current""}],""expected_status"":""supported""},{""requirement_id"":""cube_quantity"",""subject"":""인형사 전문직업"",""relation"":""required_colorless_cube_fragments"",""value_type"":""number"",""required_values"":[100],""acceptable_evidence_units"":[{""document_id"":""document_sha256_053ed5d126b92b3f43c8da673929c088b52ba852356ce0bd2291e606cd642fae"",""chunk_id"":""chunk_sha256_24eca6ca4822155ef952fa759e98dcd41c7cc44dc9132c90d0775665315eed40"",""start_char"":145,""end_char"":164,""text"":""무색 큐브 조각 100개를 가져가면"",""source_id"":""dnf_game_guide"",""title"":""인형사"",""canonical_url"":""https://df.nexon.com/guide?no=1270"",""document_status"":""current""}],""expected_status"":""supported""}]",,draft_complete_pending_human_review,pending,,,,false,false
29,typed_generalization_slot_sha256_c56242a46762970bfc3a70817aae9978ff65dbfc76ef4e06820045d18593675d,dnf_game_guide,table_attribute,typed_generalization_candidate_sha256_23ed0ddf4a502ea327fa9048848e57d17da209e3ea70245c60b26dfd65736151,화면 설명의 ② 항목은 무엇을 보여주고 어떤 키로 조작해?,2026-07-17,current,full_answer,화면 설명,https://df.nexon.com/guide?no=1292,"[{""requirement_id"":""displayed_information"",""subject"":""화면 설명 ②"",""relation"":""displayed_information"",""value_type"":""text"",""required_values"":[""캐릭터에게 적용 중인 효과""],""acceptable_evidence_units"":[{""document_id"":""document_sha256_12f470e556d6b7e792cdf7233eb51200f3b2259b1972c81e6cca66fb22fb75c0"",""chunk_id"":""chunk_sha256_d866e83b7ea12adc742c6909bb466eb0871dcad6a75d7fb31e919aeaa4392d36"",""start_char"":102,""end_char"":124,""text"":""| ② | 캐릭터에게 적용되고 있는 효과"",""source_id"":""dnf_game_guide"",""title"":""화면 설명"",""canonical_url"":""https://df.nexon.com/guide?no=1292"",""document_status"":""current""}],""expected_status"":""supported""},{""requirement_id"":""control_keys"",""subject"":""화면 설명 ②"",""relation"":""control_keys"",""value_type"":""text"",""required_values"":[""키보드 1~6""],""acceptable_evidence_units"":[{""document_id"":""document_sha256_12f470e556d6b7e792cdf7233eb51200f3b2259b1972c81e6cca66fb22fb75c0"",""chunk_id"":""chunk_sha256_d866e83b7ea12adc742c6909bb466eb0871dcad6a75d7fb31e919aeaa4392d36"",""start_char"":159,""end_char"":166,""text"":""키보드 1~6"",""source_id"":""dnf_game_guide"",""title"":""화면 설명"",""canonical_url"":""https://df.nexon.com/guide?no=1292"",""document_status"":""current""}],""expected_status"":""supported""}]",,draft_complete_pending_human_review,pending,,,,false,false
30,typed_generalization_slot_sha256_9354cfb40faa1bcdcde177252326c9c9d84f803e2725af2623cabdf879b0ed72,dnf_game_guide,revision_selection,typed_generalization_candidate_sha256_b76da873e842c7fe4f601ab8f6cc2d72b4665b1bda12a1590b5aef5f0f5c98e2,현재 장비 시뮬레이터 가이드에서 지원하는 장비 레벨은 무엇이야?,2026-07-17,current,full_answer,[시스템] 장비 시뮬레이터,https://df.nexon.com/guide?no=1494,"[{""requirement_id"":""supported_levels"",""subject"":""장비 시뮬레이터"",""relation"":""supported_equipment_levels"",""value_type"":""entity_list"",""required_values"":[110,115],""acceptable_evidence_units"":[{""document_id"":""document_sha256_13859d266b067df0fd3bd0d1306d3f05eb676603aea78af25add514935864db0"",""chunk_id"":""chunk_sha256_13df4db71148e20bbb4b7e34ae563a8c06841d4063dcbf175dc4a81bf6d2472c"",""start_char"":12,""end_char"":32,""text"":""110레벨 장비 또는 115레벨 장비"",""source_id"":""dnf_game_guide"",""title"":""[시스템] 장비 시뮬레이터"",""canonical_url"":""https://df.nexon.com/guide?no=1494"",""document_status"":""current""}],""expected_status"":""supported""}]",,draft_complete_pending_human_review,pending,,,,false,false
31,typed_generalization_slot_sha256_f0607b1dec2a166caf722f2ceca146a40555e41d8db4b238b289ba64dadff63c,dnf_game_guide,unsupported_or_partial,typed_generalization_candidate_sha256_871aba6cdc27989038076e738e43bf0992b8c62339b8d271a3b2fbd37f340944,"아바타는 총 몇 부위로 구성되고, 아바타 프리셋은 최대 몇 개까지 저장할 수 있어?",2026-07-17,current,partial_answer,아바타,https://df.nexon.com/guide?no=1280,"[{""requirement_id"":""part_count"",""subject"":""아바타"",""relation"":""part_count"",""value_type"":""number"",""required_values"":[11],""acceptable_evidence_units"":[{""document_id"":""document_sha256_1625601cede341b4c5ef6235709498e386314876a9722893b369a703c3d73afc"",""chunk_id"":""chunk_sha256_bcf28abc5dd98b5cf51d320250feced852e990d1eacf3cfaeb5e59e32eca5780"",""start_char"":157,""end_char"":167,""text"":""오라, 총 11부위"",""source_id"":""dnf_game_guide"",""title"":""아바타"",""canonical_url"":""https://df.nexon.com/guide?no=1280"",""document_status"":""current""}],""expected_status"":""supported""},{""requirement_id"":""preset_limit"",""subject"":""아바타 프리셋"",""relation"":""maximum_saved_presets"",""value_type"":""number"",""required_values"":[],""acceptable_evidence_units"":[],""expected_status"":""unsupported""}]",,draft_complete_pending_human_review,pending,,,,false,false
32,typed_generalization_slot_sha256_289f412c7fb6fd016fbd87593ad7cda69988b0ede95c8ad878b810686383a804,dnf_game_guide,direct_fact,typed_generalization_candidate_sha256_15da23806395bee979d0638fb70b80d30447c35e255fb3ab465fc7693d325a0a,스킬별 제압력 수치는 어디에서 확인할 수 있어?,2026-07-17,current,full_answer,[전투] 제압,https://df.nexon.com/guide?no=1526,"[{""requirement_id"":""location"",""subject"":""스킬별 제압력 수치"",""relation"":""lookup_location"",""value_type"":""text"",""required_values"":[""스킬 정보(툴팁)""],""acceptable_evidence_units"":[{""document_id"":""document_sha256_01e9021ffc3f1842e206c3502c2da70306d8264a3a4ce4cf04edec6044d248bd"",""chunk_id"":""chunk_sha256_f420c121878a83f26ba93fd24eef208b908493a3cfc206d4e4c80622610b615f"",""start_char"":171,""end_char"":206,""text"":""각 스킬의 제압력 수치는 스킬 정보(툴팁)에서 확인 가능합니다."",""source_id"":""dnf_game_guide"",""title"":""[전투] 제압"",""canonical_url"":""https://df.nexon.com/guide?no=1526"",""document_status"":""current""}],""expected_status"":""supported""}]",,draft_complete_pending_human_review,pending,,,,false,false
33,typed_generalization_slot_sha256_261dae7cbe21c5868e1529f5309f327ffda80f9bdbb7a8ac3084936707d1b9c8,dnf_faq,temporal_role,typed_generalization_candidate_sha256_5b3301075a36f3e7c5489fae81e66864a6b0f19f6221e6bf9236076f743f53e1,세라 아이템은 구매 후 며칠 이내에 청약철회할 수 있어?,2026-07-17,current,full_answer,[세라 아이템 청약철회] 청약철회란 무엇인가요.,https://df.nexon.com/customer/faq?faq_no=4950,"[{""requirement_id"":""withdrawal_period"",""subject"":""세라 아이템 청약철회"",""relation"":""withdrawal_period_days"",""value_type"":""number"",""required_values"":[7],""acceptable_evidence_units"":[{""document_id"":""document_sha256_149d2ff711617b2d1b21a466c228cd8da7080fe6621fb0e3c216bd1141084058"",""chunk_id"":""chunk_sha256_74e2e422c2d97239b3a7d5216097c6ff779f6590481ec7f0fba1607907781bbb"",""start_char"":27,""end_char"":64,""text"":""세라로 아이템을 구매 후 7일 이내에 구매를 취소할 수 있는 시스템"",""source_id"":""dnf_faq"",""title"":""[세라 아이템 청약철회] 청약철회란 무엇인가요."",""canonical_url"":""https://df.nexon.com/customer/faq?faq_no=4950"",""document_status"":""current""}],""expected_status"":""supported""}]",,draft_complete_pending_human_review,pending,,,,false,false
34,typed_generalization_slot_sha256_f86fb4f92e5ce93903f88e9190759c9891395304fe02d861e44c747df7e3f208,dnf_faq,boolean_direction,typed_generalization_candidate_sha256_704d9bc58bb3c551e037d6c0211ac28d2b78dfe935a3dcb714a8502175b26ade,휴대폰이 정지되기 전에 모바일 OTP를 설치해 사용 중이었다면 정지 후에도 OTP를 쓸 수 있어?,2026-07-17,current,full_answer,[네오플OTP] 휴대폰이 정지되면 OTP를 사용할 수 없나요?,https://df.nexon.com/customer/faq?faq_no=4901,"[{""requirement_id"":""otp_after_suspension"",""subject"":""모바일 OTP"",""relation"":""usable_after_phone_suspension"",""value_type"":""boolean"",""required_values"":[true],""acceptable_evidence_units"":[{""document_id"":""document_sha256_14abfdb2580523ff2427fb38999c83b926eb2c0dd50e37367962fe2f76903847"",""chunk_id"":""chunk_sha256_f8419aed79598bff89d650d9f79c25c594ea665e54bf611e33addd1026946280"",""start_char"":71,""end_char"":94,""text"":""정지된 이후에도 OTP 이용이 가능합니다."",""source_id"":""dnf_faq"",""title"":""[네오플OTP] 휴대폰이 정지되면 OTP를 사용할 수 없나요?"",""canonical_url"":""https://df.nexon.com/customer/faq?faq_no=4901"",""document_status"":""current""}],""expected_status"":""supported""}]",,draft_complete_pending_human_review,pending,,,,false,false
35,typed_generalization_slot_sha256_3b8bba6a02a748525ba6a4f578b16bdded8a5491f839bed58cf625c82bbf853d,dnf_faq,sibling_relation,typed_generalization_candidate_sha256_bffc772a35ccf8405761890e10b897d3c2ffa020b350a4df5ed60354123c0889,히든 레어 아바타를 같은 계정 캐릭터와 다른 계정 캐릭터에게 넘길 때 교환불가 타입으로 바뀌는지 각각 알려줘.,2026-07-17,current,full_answer,[게임 이용] 히든 레어 아바타를 이동시킬 경우 교환이 불가능한가요?,https://df.nexon.com/customer/faq?faq_no=5001,"[{""requirement_id"":""same_account_trade_type"",""subject"":""히든 레어 아바타 동일 계정 이동"",""relation"":""changes_to_untradeable"",""value_type"":""boolean"",""required_values"":[false],""acceptable_evidence_units"":[{""document_id"":""document_sha256_0f18c2d9347d988bec5f4392da02cdd14585f9a53085b978884e22839220188d"",""chunk_id"":""chunk_sha256_2073dab6b05ec247292284a0a0a5455a63b1faada4b6ab78a1c64f8dc71b8a22"",""start_char"":114,""end_char"":165,""text"":""동일 계정 내 다른 캐릭터로 우편 이동 시에는\n거래타입이 교환불가 상태로 변경되지 않습니다."",""source_id"":""dnf_faq"",""title"":""[게임 이용] 히든 레어 아바타를 이동시킬 경우 교환이 불가능한가요?"",""canonical_url"":""https://df.nexon.com/customer/faq?faq_no=5001"",""document_status"":""current""}],""expected_status"":""supported""},{""requirement_id"":""other_account_trade_type"",""subject"":""히든 레어 아바타 다른 계정 이동"",""relation"":""changes_to_untradeable"",""value_type"":""boolean"",""required_values"":[true],""acceptable_evidence_units"":[{""document_id"":""document_sha256_0f18c2d9347d988bec5f4392da02cdd14585f9a53085b978884e22839220188d"",""chunk_id"":""chunk_sha256_2073dab6b05ec247292284a0a0a5455a63b1faada4b6ab78a1c64f8dc71b8a22"",""start_char"":170,""end_char"":220,""text"":""다른 계정으로의 이동(트레이드, 경매장, 아바타마켓 등)이 발생하면\n교환불가 타입으로 변경"",""source_id"":""dnf_faq"",""title"":""[게임 이용] 히든 레어 아바타를 이동시킬 경우 교환이 불가능한가요?"",""canonical_url"":""https://df.nexon.com/customer/faq?faq_no=5001"",""document_status"":""current""}],""expected_status"":""supported""}]",,draft_complete_pending_human_review,pending,,,,false,false
36,typed_generalization_slot_sha256_ec37f487627da16282b51ff97dd2b7df563932ad82bb0fbb67f1c96fcfd2ff64,dnf_faq,multi_requirement,typed_generalization_candidate_sha256_d92381e4b1e2526ef9a4ecfff8ef88377ebf7e1f471db40dd0ac7225335f1972,지정PC 등록과 삭제는 각각 어디에서 할 수 있어?,2026-07-17,current,full_answer,[지정PC] 지정PC에 대해 궁금한 점이 있어요.,https://df.nexon.com/customer/faq?faq_no=5630,"[{""requirement_id"":""registration_location"",""subject"":""지정PC"",""relation"":""registration_location"",""value_type"":""enum"",""required_values"":[""게임 내""],""acceptable_evidence_units"":[{""document_id"":""document_sha256_12bc25ffe3590dcdc5dfcb079470bfd4c702a0655334483e21a7906c2b6ce340"",""chunk_id"":""chunk_sha256_839fa5bc59d9c6ee8d2797c781b6c9e75ba9d204c61d4d3c3a17084a950450af"",""start_char"":207,""end_char"":227,""text"":""지정PC는 게임 내에서만 등록이 가능"",""source_id"":""dnf_faq"",""title"":""[지정PC] 지정PC에 대해 궁금한 점이 있어요."",""canonical_url"":""https://df.nexon.com/customer/faq?faq_no=5630"",""document_status"":""current""}],""expected_status"":""supported""},{""requirement_id"":""deletion_location"",""subject"":""지정PC"",""relation"":""deletion_location"",""value_type"":""entity_list"",""required_values"":[""게임"",""웹""],""acceptable_evidence_units"":[{""document_id"":""document_sha256_12bc25ffe3590dcdc5dfcb079470bfd4c702a0655334483e21a7906c2b6ce340"",""chunk_id"":""chunk_sha256_839fa5bc59d9c6ee8d2797c781b6c9e75ba9d204c61d4d3c3a17084a950450af"",""start_char"":231,""end_char"":256,""text"":""삭제는 게임 혹은 웹에서 진행할 수 있습니다."",""source_id"":""dnf_faq"",""title"":""[지정PC] 지정PC에 대해 궁금한 점이 있어요."",""canonical_url"":""https://df.nexon.com/customer/faq?faq_no=5630"",""document_status"":""current""}],""expected_status"":""supported""}]",,draft_complete_pending_human_review,pending,,,,false,false
37,typed_generalization_slot_sha256_2d123e73b475b4e0b9dcdfa69ba7ff586c7fbea541972526b9fa5cc5c318ffb3,dnf_faq,table_attribute,typed_generalization_candidate_sha256_e2b186b7b6e65da762cc4179d957a259866307d7a7aeff604362e1141bc06bff,은 금고의 저장 칸 수와 가격은 얼마야?,2026-07-17,current,full_answer,[게임 이용] 금고 업그레이드 비용 및 단계별 슬롯 수가 궁금해요!,https://df.nexon.com/customer/faq?faq_no=4994,"[{""requirement_id"":""slot_count"",""subject"":""은 금고"",""relation"":""slot_count"",""value_type"":""number"",""required_values"":[40],""acceptable_evidence_units"":[{""document_id"":""document_sha256_1134672fc4c263d602529ff36b2f21c8b3231d1c19f104f398f4c48ea6e92b0b"",""chunk_id"":""chunk_sha256_b2f6e4b7973ed004d667c9b752147a6c03726109657d8f309c157cc9312226db"",""start_char"":130,""end_char"":154,""text"":""| 은 금고 | 40 칸 | 400 세라 |"",""source_id"":""dnf_faq"",""title"":""[게임 이용] 금고 업그레이드 비용 및 단계별 슬롯 수가 궁금해요!"",""canonical_url"":""https://df.nexon.com/customer/faq?faq_no=4994"",""document_status"":""current""}],""expected_status"":""supported""},{""requirement_id"":""price"",""subject"":""은 금고"",""relation"":""price"",""value_type"":""currency"",""required_values"":[{""amount"":400,""unit"":""세라""}],""acceptable_evidence_units"":[{""document_id"":""document_sha256_1134672fc4c263d602529ff36b2f21c8b3231d1c19f104f398f4c48ea6e92b0b"",""chunk_id"":""chunk_sha256_b2f6e4b7973ed004d667c9b752147a6c03726109657d8f309c157cc9312226db"",""start_char"":130,""end_char"":154,""text"":""| 은 금고 | 40 칸 | 400 세라 |"",""source_id"":""dnf_faq"",""title"":""[게임 이용] 금고 업그레이드 비용 및 단계별 슬롯 수가 궁금해요!"",""canonical_url"":""https://df.nexon.com/customer/faq?faq_no=4994"",""document_status"":""current""}],""expected_status"":""supported""}]",,draft_complete_pending_human_review,pending,,,,false,false
38,typed_generalization_slot_sha256_81ab3a8e310c6935d9a5943c942365930f3597aa7dcfbbe393d0e5b2d8bf31e2,dnf_faq,revision_selection,typed_generalization_candidate_sha256_f3e657348ae9abd76b92a546f393fb046b3375c3bfde134a1b97f9c854bdd6a1,"고블린패드 신규 발급은 언제 중단됐고, 기존 이용자는 재발급할 수 있어?",2026-07-17,historical,full_answer,[고블린패드] 고블린패드 신규 가입이 불가능한가요?,https://df.nexon.com/customer/faq?faq_no=4923,"[{""requirement_id"":""new_issue_stopped_at"",""subject"":""고블린패드 신규 발급"",""relation"":""stopped_at"",""value_type"":""date"",""required_values"":[""2020-06-25""],""acceptable_evidence_units"":[{""document_id"":""document_sha256_0e2e3708a583908218fceddd24deac9ec99ed336ffe2f48ffd34b5b0203b50ef"",""chunk_id"":""chunk_sha256_611d6ec7b679543c445c77c70c5ed92310845f2e236c60044afc3180d47601ce"",""start_char"":43,""end_char"":67,""text"":""2020년 6월 25일 부로 중단되었습니다."",""source_id"":""dnf_faq"",""title"":""[고블린패드] 고블린패드 신규 가입이 불가능한가요?"",""canonical_url"":""https://df.nexon.com/customer/faq?faq_no=4923"",""document_status"":""current""}],""expected_status"":""supported""},{""requirement_id"":""reissue_existing_user"",""subject"":""고블린패드 기존 이용자"",""relation"":""can_reissue"",""value_type"":""boolean"",""required_values"":[true],""acceptable_evidence_units"":[{""document_id"":""document_sha256_0e2e3708a583908218fceddd24deac9ec99ed336ffe2f48ffd34b5b0203b50ef"",""chunk_id"":""chunk_sha256_611d6ec7b679543c445c77c70c5ed92310845f2e236c60044afc3180d47601ce"",""start_char"":172,""end_char"":205,""text"":""기존 이용 중이신 경우 비밀번호 변경, 재발급이 가능합니다."",""source_id"":""dnf_faq"",""title"":""[고블린패드] 고블린패드 신규 가입이 불가능한가요?"",""canonical_url"":""https://df.nexon.com/customer/faq?faq_no=4923"",""document_status"":""current""}],""expected_status"":""supported""}]",,draft_complete_pending_human_review,pending,,,,false,false
39,typed_generalization_slot_sha256_ac49c997092716cc6acdadf1322e2eeec1f98db8954f65e7f03ce4a81e1082bf,dnf_faq,unsupported_or_partial,typed_generalization_candidate_sha256_6cf9104dc62d2f988ac1ba8ac610210ff3ccf2f182e2eaacb1ac5bb6951651c6,"네이버 로그인 계정 이벤트 혜택 1·2의 Npay 포인트는 언제 적립되고, 정확히 몇 포인트가 적립돼?",2026-07-17,current,partial_answer,"[네이버 로그인 계정 이벤트] [혜택 1,2] 계정 변경 후 Npay 결제를 진행했는데 포인트가 들어오지 않아요.",https://df.nexon.com/customer/faq?faq_no=5951,"[{""requirement_id"":""credit_timing"",""subject"":""네이버 로그인 계정 이벤트 혜택 1·2 Npay 포인트"",""relation"":""credited_after"",""value_type"":""number"",""required_values"":[7],""acceptable_evidence_units"":[{""document_id"":""document_sha256_15028f170fd1a2268ffc0de2c75cb3c3e821911a1dd2ee1a9cb614e39b4d2172"",""chunk_id"":""chunk_sha256_0fe0865cd60c5a50b0e7df7c2fe7158b671b07cea7e5bd0971748a41e20c7bdc"",""start_char"":92,""end_char"":113,""text"":""결제완료 시점으로부터 7일 이후에 적립"",""source_id"":""dnf_faq"",""title"":""[네이버 로그인 계정 이벤트] [혜택 1,2] 계정 변경 후 Npay 결제를 진행했는데 포인트가 들어오지 않아요."",""canonical_url"":""https://df.nexon.com/customer/faq?faq_no=5951"",""document_status"":""current""}],""expected_status"":""supported""},{""requirement_id"":""credit_amount"",""subject"":""네이버 로그인 계정 이벤트 혜택 1·2 Npay 포인트"",""relation"":""credit_amount"",""value_type"":""number"",""required_values"":[],""acceptable_evidence_units"":[],""expected_status"":""unsupported""}]",,draft_complete_pending_human_review,pending,,,,false,false
40,typed_generalization_slot_sha256_1969184a788ea1ee1b78d44b27fcbeb6a0ed49ba7bef4d8beeaac1f0d938e2e6,dnf_faq,direct_fact,typed_generalization_candidate_sha256_a6b277170c2937bf18ef3b060584d21024624d8c738d18a91a19df0b7fb7acd0,이벤트로 받은 세라 또는 넥슨 쿠폰은 어디에서 사용할 수 있어?,2026-07-17,current,full_answer,[이용 문의] 이벤트로 받은 세라 쿠폰이 입력되지 않아요.,https://df.nexon.com/customer/faq?faq_no=2785,"[{""requirement_id"":""redeem_location"",""subject"":""세라/넥슨 쿠폰"",""relation"":""redeem_location"",""value_type"":""text"",""required_values"":[""던전앤파이터 홈페이지""],""acceptable_evidence_units"":[{""document_id"":""document_sha256_0c6454727eb4b218ba26bc6586e062f13d0c5be75e8c062c190f149f22357028"",""chunk_id"":""chunk_sha256_5927e937cb18a4ac2b79b1cbe8a9b5dc05eadf7efc18d9d0efab501cb37832dd"",""start_char"":72,""end_char"":124,""text"":""세라/넥슨 쿠폰을 이용하시길 원하신다면\n던파ON이 아닌, 던전앤파이터 홈페이지를 이용해주세요."",""source_id"":""dnf_faq"",""title"":""[이용 문의] 이벤트로 받은 세라 쿠폰이 입력되지 않아요."",""canonical_url"":""https://df.nexon.com/customer/faq?faq_no=2785"",""document_status"":""current""}],""expected_status"":""supported""}]",,draft_complete_pending_human_review,pending,,,,false,false
41,typed_generalization_slot_sha256_fed27b81dacaa124dddcc635decae2d44e90b3e8d5482c6134116804c67e485f,dnf_account_policy,temporal_role,typed_generalization_candidate_sha256_3e6481f87d563bb41213e3818a1934445228daf73de1fa04b9451f1431d8194e,현재 던전앤파이터 운영정책은 언제부터 시행됐어?,2026-07-17,current,full_answer,던전앤파이터 운영정책 (2026-03-15 시행),https://df.nexon.com/customer/policy/home?revision=2026-03-15&type=1,"[{""requirement_id"":""effective_date"",""subject"":""던전앤파이터 운영정책"",""relation"":""effective_at"",""value_type"":""date"",""required_values"":[""2026-03-15""],""acceptable_evidence_units"":[{""document_id"":""document_sha256_c7b4d4825f1bd82bfbad1db55d678070653c9c3b81e7c68c534eb4e698c32ded"",""chunk_id"":""chunk_sha256_57964a47e57ded37dd4b774a35a3cba0bf1819b1002df7a2741c2867477a4110"",""start_char"":1365,""end_char"":1394,""text"":""본 운영정책은 2026년 3월 15일부터 시행합니다."",""source_id"":""dnf_account_policy"",""title"":""던전앤파이터 운영정책 (2026-03-15 시행)"",""canonical_url"":""https://df.nexon.com/customer/policy/home?revision=2026-03-15&type=1"",""document_status"":""current""}],""expected_status"":""supported""}]",운영정책은 현재 공식 revision이 한 개뿐이므로 parent 재사용을 허용하되 신규 관계와 질문만 사용합니다.,draft_complete_pending_human_review,pending,,,,false,false
42,typed_generalization_slot_sha256_4832332cd2cd6104f8d16df2ba616194d8d9abba9b7157ad34d9d5e89b0e7bdc,dnf_account_policy,boolean_direction,typed_generalization_candidate_sha256_936392b29650a3468a27415b4f3ddff0868193a208cc17cbcef00b28067e4176,버그를 발견한 고객이 제보하지 않고 다른 사람에게 퍼뜨려도 운영정책상 괜찮아?,2026-07-17,current,full_answer,던전앤파이터 운영정책 (2026-03-15 시행),https://df.nexon.com/customer/policy/home?revision=2026-03-15&type=1,"[{""requirement_id"":""bug_spread_allowed"",""subject"":""버그 발견 고객"",""relation"":""may_spread_without_reporting"",""value_type"":""boolean"",""required_values"":[false],""acceptable_evidence_units"":[{""document_id"":""document_sha256_c7b4d4825f1bd82bfbad1db55d678070653c9c3b81e7c68c534eb4e698c32ded"",""chunk_id"":""chunk_sha256_89cd3ff19da0087bafabc531b84e42e0f9792150cc38c3797cafc3c67317f787"",""start_char"":1220,""end_char"":1276,""text"":""이 의무를 다하지 않고 버그를 악용하거나 타인에게 전파하는 경우 게임이용에 제한을 받을 수 있습니다."",""source_id"":""dnf_account_policy"",""title"":""던전앤파이터 운영정책 (2026-03-15 시행)"",""canonical_url"":""https://df.nexon.com/customer/policy/home?revision=2026-03-15&type=1"",""document_status"":""current""}],""expected_status"":""supported""}]",운영정책은 현재 공식 revision이 한 개뿐이므로 parent 재사용을 허용하되 신규 관계와 질문만 사용합니다.,draft_complete_pending_human_review,pending,,,,false,false
43,typed_generalization_slot_sha256_17b178f52576a3585cddebbfcb6f649e0510b76724afc6bb74454b472605b421,dnf_account_policy,sibling_relation,typed_generalization_candidate_sha256_cc83a3279905a0b337869272d8a0cb770af0481812c2c4364e2be172d90b5ecb,고객 간 사적 분쟁에 회사가 개입하는 원칙과 예외는 무엇이야?,2026-07-17,current,full_answer,던전앤파이터 운영정책 (2026-03-15 시행),https://df.nexon.com/customer/policy/home?revision=2026-03-15&type=1,"[{""requirement_id"":""general_rule"",""subject"":""고객 간 사적 분쟁"",""relation"":""company_intervention_rule"",""value_type"":""text"",""required_values"":[""개입하지 않는 것을 원칙""],""acceptable_evidence_units"":[{""document_id"":""document_sha256_c7b4d4825f1bd82bfbad1db55d678070653c9c3b81e7c68c534eb4e698c32ded"",""chunk_id"":""chunk_sha256_89cd3ff19da0087bafabc531b84e42e0f9792150cc38c3797cafc3c67317f787"",""start_char"":1480,""end_char"":1501,""text"":""사적인 분쟁에 개입하지 않는 것을 원칙"",""source_id"":""dnf_account_policy"",""title"":""던전앤파이터 운영정책 (2026-03-15 시행)"",""canonical_url"":""https://df.nexon.com/customer/policy/home?revision=2026-03-15&type=1"",""document_status"":""current""}],""expected_status"":""supported""},{""requirement_id"":""exception"",""subject"":""고객 간 사적 분쟁"",""relation"":""intervention_exception"",""value_type"":""text"",""required_values"":[""불특정 다수의 고객에게 피해를 주는 경우""],""acceptable_evidence_units"":[{""document_id"":""document_sha256_c7b4d4825f1bd82bfbad1db55d678070653c9c3b81e7c68c534eb4e698c32ded"",""chunk_id"":""chunk_sha256_89cd3ff19da0087bafabc531b84e42e0f9792150cc38c3797cafc3c67317f787"",""start_char"":1630,""end_char"":1645,""text"":""불특정 다수의 고객에게 피해"",""source_id"":""dnf_account_policy"",""title"":""던전앤파이터 운영정책 (2026-03-15 시행)"",""canonical_url"":""https://df.nexon.com/customer/policy/home?revision=2026-03-15&type=1"",""document_status"":""current""}],""expected_status"":""supported""}]",운영정책은 현재 공식 revision이 한 개뿐이므로 parent 재사용을 허용하되 신규 관계와 질문만 사용합니다.,draft_complete_pending_human_review,pending,,,,false,false
